id,BertzCT,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3v,Chi4n,EState_VSA1,EState_VSA2,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,HallKierAlpha,HeavyAtomMolWt,Kappa3,MaxAbsEStateIndex,MinEStateIndex,NumHeteroatoms,PEOE_VSA10,PEOE_VSA14,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,SMR_VSA10,SMR_VSA5,SlogP_VSA3,VSA_EState9,fr_COO,fr_COO2,EC1,EC2,EC3,EC4,EC5,EC6
18,714.3532093,12.05626199,6.415766907,7.848912828,5.796326807,7.615855847,3.857457212,2.47804266,52.95816849,0.0,339.9960491,1.461538462,2.076923077,2.846153846,-1.39,325.085,6.559861081,11.2380483,-5.444269153,19,30.15591996,21.33513764,0.0,0.0,0.0,15.64539425,24.53980033,31.96194817,47.51588191,0,0,1,1,0,0,0,0
19,85.12704562,4.304530453,3.377156753,3.377156753,2.646790427,2.646790427,1.381652991,0.519337567,0.0,11.66741788,130.1218464,1.166666667,1.666666667,2.0,-0.55,114.083,2.193985627,9.24337963,0.169259259,2,0.0,0.0,13.8474744,0.0,0.0,0.0,19.76538045,4.794537184,19.33333333,0,0,1,1,0,0,0,0
20,194.3183856,5.609060905,3.971007039,3.971007039,2.514181782,2.514181782,1.507704509,0.687148794,29.90570822,0.0,162.0528234,1.666666667,2.0,2.5,-1.39,152.061,4.286691532,10.13667958,-1.707314815,6,5.749511833,11.93861058,0.0,5.563451492,6.420821623,17.72185552,25.3043057,19.17814874,39.0,2,2,1,1,0,0,0,0
21,2381.032682,29.55509832,19.67588457,24.1826701,12.54611016,18.84429012,12.99123446,5.298687347,90.65893834,53.78102731,881.1832885,1.035087719,1.701754386,2.396226415,-2.48,839.305,15.90085172,12.7395771,-5.595602014,29,36.25988634,23.46809137,90.32049115,6.420821623,37.09900013,23.46809137,134.8856594,57.11831384,124.4334995,0,0,1,1,1,0,0,0
22,240.2879489,4.698377303,2.786883464,2.786883464,1.928698767,1.928698767,1.157634178,0.654489245,5.969305288,11.31296333,148.0371734,1.0,1.5,1.8,-1.32,140.05,2.501909824,10.26175926,-0.98787037,3,0.0,5.969305288,0.0,0.0,0.0,17.57024518,0.0,0.0,32.0,1,1,1,1,0,0,0,0
23,236.1649959,4.466326495,2.86297841,2.86297841,2.006604567,2.006604567,1.210545095,0.420563293,0.0,0.0,126.0013597,0.714285714,1.095238095,1.5,-0.66,120.085,1.402945662,5.159027778,0.606481482,1,0.0,0.0,17.72514474,33.61285484,0.0,0.0,6.420821623,0.0,15.16666667,0,0,1,1,0,0,1,0
24,201.8713939,5.365190624,2.173512859,4.640534082,1.811731173,2.846245359,0.628397703,0.358701167,38.96937942,0.0,191.0582431,1.0,1.6,1.9,-0.52,185.02,2.63941859,10.08708711,-4.730487804,13,18.31189916,7.822697123,0.0,0.0,0.0,22.2754856,12.46266245,13.8256584,28.9179677,0,0,0,1,1,0,0,0
25,12.26466251,1.414213562,0.569035594,0.569035594,0.213865472,0.213865472,0.0,0.0,0.0,0.0,60.99311747,2.0,2.0,2.0,-0.55,60.008,1.47,7.875,0.25,2,0.0,0.0,0.0,0.0,0.0,6.286160523,6.9237372,4.794537184,6.5,0,0,1,1,0,1,0,0
26,1779.053348,20.09055459,14.49974174,21.95094779,11.51038875,17.60629569,11.9220055,4.601377741,84.55497195,66.62267056,823.1414237,1.051282051,1.692307692,2.282051282,-2.44,783.285,12.87649819,12.69297455,-5.584855634,29,42.36385273,23.46809137,25.60935935,0.0,43.51982176,69.14135342,63.75370599,50.69749222,90.25338678,0,0,1,0,0,1,0,0
27,185.3117986,4.842535255,3.402333775,3.402333775,2.816314032,2.816314032,1.920815796,1.037111592,0.0,5.907179729,142.0782503,1.272727273,1.818181818,2.272727273,-1.23,132.121,1.235986288,8.90861182,0.181921367,2,0.0,0.0,18.19910121,12.13273414,0.0,5.907179729,0.0,0.0,21.0,0,0,1,1,1,0,0,0
28,333.0200383,7.221032672,4.381690641,5.8820014,3.114315507,4.910293337,2.661065337,1.141506463,45.07334581,6.103966388,274.0841235,1.333333333,1.933333333,2.466666667,-0.43,260.16,2.973905023,11.01178855,-4.490659888,10,0.0,85.6418359,0.0,0.0,0.0,7.822697123,30.64376672,14.19532284,44.71623866,0,0,1,1,0,0,0,0
29,276.6484617,4.877010098,2.739272035,2.739272035,1.877144418,1.877144418,1.188578376,0.898364948,0.0,0.0,117.0789786,0.916666667,1.5,2.0,-1.51,110.095,1.581758759,10.46037037,0.034279101,3,6.286160523,0.0,12.13273414,17.69618563,0.0,6.286160523,6.420821623,0.0,23.33333333,0,0,1,1,0,0,0,0
30,389.8843631,8.517455851,4.317724175,9.649899936,3.073856927,6.410968633,3.937798745,1.289232087,47.17982979,11.98427311,373.0943709,1.3,2.05,2.6,-1.36,354.106,6.498845479,11.74965775,-5.276575465,14,18.31189916,15.64539425,0.0,0.0,0.0,32.75761147,24.53980033,31.96194817,44.6402155,0,0,1,1,0,0,0,0
31,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.01872406,3.0,3.0,3.0,-0.04,14.007,-104.04,4.75,0.25,2,0.0,5.476191836,0.0,0.0,0.0,0.0,0.0,0.0,7.25,0,0,1,1,0,0,0,0
32,627.0938759,6.308060413,5.875576147,5.875576147,3.0,3.0,2.562484212,1.470844689,0.0,11.66741788,222.0680796,0.875,1.3125,1.875,-2.69,212.163,1.278057008,9.838983135,-0.417167895,2,11.49902367,0.0,22.005964,12.13273414,12.13273414,0.0,57.47053937,6.420821623,44.33333333,0,0,1,1,0,0,0,0
33,371.2311089,9.701907263,5.216097235,7.183243905,3.842813231,5.818822866,3.341276042,1.99419509,19.96850434,6.606881965,283.1179255,1.2,2.133333333,2.866666667,0.03,261.085,18.36090259,10.14755716,-4.490659888,8,0.0,7.822697123,45.44866694,0.0,0.0,7.822697123,69.30841575,9.088795447,32.77594107,0,0,0,1,1,0,0,0
34,133.7744375,4.414719447,2.580464759,2.580464759,1.978699195,1.978699195,1.180315333,0.361281666,12.01114612,0.0,130.0266087,1.75,2.25,2.75,-0.61,124.051,3.297014925,10.24579208,-1.165509259,4,6.041840829,5.969305288,0.0,12.84164325,0.0,5.969305288,18.88348408,4.794537184,32.0,1,1,1,1,1,1,1,1
35,146.2188491,5.574586063,3.481747672,3.481747672,2.427411095,2.427411095,1.948873481,1.122277226,5.969305288,11.49902367,180.0633881,1.416666667,1.916666667,2.416666667,-1.38,168.06,1.581758759,5.097015306,-0.792685185,5,5.749511833,0.0,0.0,23.77220574,12.84164325,5.969305288,0.0,0.0,32.66666667,1,1,1,1,0,0,0,0
36,164.6383389,5.736382105,3.376291529,3.376291529,2.209208878,2.209208878,1.366712861,0.604007114,0.0,17.91984529,164.0684735,1.25,2.166666667,2.916666667,-1.18,152.108,1.784007561,9.931355033,0.671481482,3,0.0,0.0,12.14238718,17.69618563,0.0,6.286160523,0.0,0.0,21.5,0,0,1,1,0,0,0,0
37,83.40716557,4.16390246,2.095445115,2.095445115,1.230735259,1.230735259,0.545394731,0.133333333,6.103966388,19.68598479,153.0425931,1.5,2.0,2.3,-0.61,146.081,3.017821871,10.16026927,-0.910092593,5,0.0,45.53440611,0.0,0.0,0.0,6.472220865,6.103966388,4.736862954,29.94972222,0,0,0,1,1,1,0,0
38,78.52932501,1.914213562,0.638010441,0.638010441,0.223606798,0.223606798,0.05,0.0,0.0,6.606881965,103.0421992,2.0,2.0,2.0,-0.33,98.084,1.67,8.6875,0.516944444,1,0.0,0.0,0.0,0.0,6.606881965,6.286160523,13.34455882,4.794537184,11.0,0,0,1,1,0,0,0,0
39,855.3034604,14.15721562,7.138690453,10.15257888,6.179601415,8.172950381,5.739739413,2.790498098,82.64301273,11.98427311,439.2392443,1.105263158,1.684210526,2.157894737,-1.3,402.322,6.724301321,11.72108636,-4.967774278,15,24.12976194,21.33513764,0.0,6.9237372,12.26321064,15.64539425,24.53980033,22.70133806,73.71582565,0,0,0,1,1,0,0,0
40,2625.276798,37.19150512,26.87949486,32.3862804,22.02592188,27.64646832,16.33869998,8.663838558,199.197256,12.96557803,1199.439169,0.677966102,1.204487179,1.753623188,-3.22,1119.546,13.03652419,13.03850129,-5.111579445,39,85.33127831,27.58400482,336.3973023,51.36657298,20.26829602,68.93426293,164.2613725,84.58650873,286.4776314,0,0,1,1,0,0,0,0
41,2196.783123,32.55509832,22.50016859,28.10797463,21.33144424,21.33144424,13.24246724,6.716780968,84.55497195,41.60735208,1055.360525,1.3,1.866666667,2.866666667,-3.99,963.45,15.03388953,12.69060832,-5.578587746,31,42.04313129,23.46809137,32.53309655,38.52492974,37.09900013,69.14135342,99.3298178,50.69749222,133.054136,0,0,1,0,1,0,0,0
42,26.26466251,2.77005561,1.281284334,1.281284334,0.512281932,0.512281932,0.0,0.0,12.07327168,12.57618725,93.9879892,1.333333333,1.666666667,1.666666667,-0.98,86.026,1.784007561,9.583333333,-1.083333333,3,6.286160523,5.969305288,0.0,0.0,0.0,12.0004198,0.0,9.589074368,22.16666667,1,1,1,0,1,0,0,0
43,1217.94462,11.77296337,6.359489015,9.490879776,5.336399677,7.430180187,5.64279052,2.01558251,46.24737705,23.53303884,412.0185159,1.233333333,1.866666667,2.5,-2.4,398.076,4.785546729,11.74965775,-4.712517764,16,12.20793278,13.51244052,0.0,11.6394716,30.67817851,30.77374313,24.53980033,13.8256584,55.76853371,0,0,0,1,0,0,1,0
44,70.09004635,2.77005561,1.65204574,3.101155374,1.084723626,2.337902193,0.341111516,0.0,12.01114612,0.0,111.0320284,2.0,2.2,2.2,-0.57,106.06,4.94,9.519305556,-1.180555556,4,6.041840829,5.969305288,0.0,6.9237372,0.0,5.969305288,6.041840829,4.794537184,19.73944444,1,1,1,1,0,0,0,1
45,349.645888,6.968432913,4.54660986,4.54660986,3.455164039,3.455164039,2.270069222,1.48766625,0.0,6.420821623,210.0892089,1.153846154,1.769230769,2.384615385,-1.77,200.105,2.63941859,10.74091167,-0.711851852,4,6.286160523,0.0,6.9237372,17.69618563,6.420821623,6.286160523,6.420821623,6.420821623,48.83333333,0,0,1,0,0,1,0,0
46,635.0746548,12.67405237,7.079025681,9.674162631,5.530636107,7.079025681,3.919176401,2.288491184,52.95816849,0.0,388.0072825,0.652173913,1.260869565,1.826086957,-1.34,373.012,6.724301321,12.33403148,-5.066255336,16,37.28140031,21.33513764,0.0,0.0,0.0,15.64539425,24.09901032,31.96194817,54.69822851,0,0,1,1,0,0,1,0
47,353.9891502,8.343336593,5.948237399,5.948237399,4.056780309,4.056780309,2.449867432,0.790638472,46.65774209,17.91984529,232.034804,1.214285714,1.857142857,2.285714286,-1.27,219.021,6.337936228,10.86964908,-4.638553634,8,0.0,105.5342152,0.0,0.0,0.0,18.85609856,6.103966388,18.34940556,47.4024844,0,0,0,1,1,0,0,1
48,305.926212,5.91279002,3.330286551,3.330286551,2.337902193,2.337902193,1.390498551,0.752946491,5.969305288,5.749511833,148.0735589,1.230769231,1.923076923,2.0,-1.31,136.062,2.667823291,10.73287037,-1.628518519,3,0.0,5.969305288,30.33183534,23.77220574,6.076020107,5.969305288,0.0,4.794537184,35.66666667,1,1,1,1,0,0,0,0
49,18.85475297,2.27005561,1.124654368,1.124654368,0.519018036,0.519018036,0.0,0.0,6.093240071,0.0,74.04801281,1.5,1.9,1.9,-0.79,68.031,3.21,8.977407407,-1.189814815,3,0.0,0.0,0.0,6.578935684,0.0,0.0,0.0,0.0,16.92361111,0,0,1,1,0,1,0,0
50,653.2539995,9.754672735,7.848912828,7.848912828,5.91279002,5.91279002,3.97897261,2.569694053,24.60192589,11.51895686,316.269519,1.166666667,1.833333333,2.333333333,-1.63,292.111,1.394402828,9.912037037,-0.382670697,10,0.0,0.0,12.13273414,53.37823529,6.606881965,0.0,68.59025144,4.736862954,53.37823529,0,0,1,0,1,0,0,0
51,529.3124141,8.517455851,5.138524125,6.668820868,3.168051559,4.663357648,2.670321389,1.880875391,38.96937942,5.563451492,267.0507884,1.363636364,2.045454546,2.636363636,-1.59,253.062,3.871377145,10.63076405,-4.967774278,11,17.77138427,13.79200241,0.0,6.066367069,6.066367069,14.29491799,24.53980033,13.8256584,63.68177599,1,1,1,0,0,1,0,0
52,26.26466251,2.0,2.095445115,2.095445115,0.447833437,0.447833437,0.0,0.0,0.0,0.0,74.08439832,1.75,2.25,2.25,-0.33,64.047,2.35,8.6875,-1.025416667,2,6.286160523,0.0,0.0,12.13273414,0.0,6.286160523,0.0,4.794537184,12.5,0,0,1,1,0,0,0,0
53,1122.912455,15.6989964,9.898174735,12.98083525,7.647894581,10.67913842,7.726923973,3.70492809,91.16185391,0.0,504.1690349,1.136363636,1.896551724,2.310344828,-0.57,472.182,6.724301321,10.48768519,-5.595602014,18,36.25988634,21.33513764,0.0,6.420821623,19.18694784,15.64539425,49.07960067,38.35629747,97.33333333,0,0,0,1,0,0,0,1
54,176.8771238,5.574586063,3.915975403,3.915975403,2.757261669,2.757261669,1.827001623,0.895229535,30.56349877,0.0,178.047738,1.333333333,1.916666667,2.416666667,-1.65,168.06,3.646722911,10.62639393,-1.328337764,5,6.041840829,11.93861058,6.420821623,30.6862899,6.420821623,17.84579031,18.88348408,14.38361155,45.66666667,2,2,1,1,1,1,0,0
55,1785.110653,21.51367677,12.85278951,17.18688425,10.410774352,13.67276059,8.36459048,3.852549146,84.55497195,41.60735208,662.0873833,1.055555556,1.722222222,2.37037037,-2.44,641.886,12.85403918,12.68579458,-5.575940976,29,36.25988634,23.46809137,13.8474744,0.0,37.09900013,69.14135342,63.43685075,50.69749222,100.9978782,0,0,1,0,0,0,0,1
56,176.8771238,5.574586063,3.176829091,3.176829091,2.558245711,2.558245711,1.323736358,0.736280136,36.35060992,0.0,178.047738,1.0625,1.625,2.125,-0.98,168.06,3.518164452,10.66490741,-1.59287037,6,12.20793278,5.969305288,0.0,0.0,0.0,11.75255023,24.41586555,9.589074368,44.5,0,0,1,0,0,1,1,0
57,340.3731748,7.468432913,4.604501807,4.604501807,2.816314032,2.816314032,1.920815796,1.247285731,36.9920528,0.0,196.0583027,1.357142857,2.214285714,2.714285714,-1.97,184.106,2.757388143,10.82836341,-1.819768519,8,6.041840829,5.969305288,0.0,0.0,0.0,11.87648502,12.46266245,9.589074368,43.0,1,1,0,1,1,0,0,0
58,540.2497995,8.517455851,5.990782224,6.153838138,3.551531429,4.577082557,2.797412416,1.891733811,52.26919257,0.0,255.0967539,0.916666667,1.555555556,2.333333333,-0.44,244.161,5.869198966,11.76626469,-1.294074074,16,0.0,102.733284,0.0,0.0,0.0,21.42863919,31.02274752,18.94745182,50.25,0,0,1,1,0,0,0,0
59,289.9017745,9.558550648,5.259616277,7.138690453,4.077727699,6.654323453,2.789216925,1.770578623,45.07334581,0.0,260.0297186,0.909090909,1.454545455,2.090909091,-0.09,247.031,4.286691532,11.5263265,-4.73157435,11,18.31189916,7.822697123,0.0,0.0,0.0,7.822697123,30.70589228,13.8256584,44.6402155,0,0,0,1,1,1,0,0
60,59.81353753,4.03658126,2.281282199,2.281282199,1.622740754,1.622740754,0.35739023,0.0,5.969305288,6.420821623,90.03169405,1.833333333,2.333333333,2.333333333,-1.51,84.03,1.47,9.958333333,-0.851851852,3,0.0,5.969305288,12.13273414,12.13273414,0.0,5.969305288,12.46266245,4.794537184,21.33333333,1,1,1,1,0,1,0,0
61,72.82892142,3.180739213,2.095903689,2.095903689,1.285967068,1.285967068,0.447833437,0.171622085,18.3594322,0.0,126.0429274,1.571428571,2.0,2.0,-0.61,120.067,2.132115028,9.855740741,-0.928240741,4,6.103966388,5.969305288,0.0,0.0,0.0,5.969305288,6.103966388,4.794537184,29.5,1,1,0,1,0,1,0,1
62,1131.608133,22.77667246,13.94439369,20.99069013,10.55141702,14.72097616,10.66011225,4.886556499,84.55497195,41.60735208,823.1414237,0.804878049,1.317073171,1.829268293,-2.36,783.285,12.87649819,12.62684059,-5.572895809,28,36.25988634,23.46809137,39.45683375,6.420821623,37.09900013,69.14135342,83.51908644,50.69749222,107.5227871,0,0,1,1,0,0,0,0
63,310.6291905,8.092224153,5.749640156,5.749640156,4.267025738,4.267025738,3.099773592,2.087652949,12.01114612,17.5408645,280.2402303,1.0,1.80952381,2.5,-1.01,248.196,3.479710145,11.22158687,-1.291111111,3,0.0,5.969305288,19.76538045,19.38639965,12.61766519,11.75255023,75.13500784,9.589074368,53.16666667,1,1,1,1,0,1,0,0
64,892.666285,9.528440545,5.985558532,5.985558532,4.248140504,4.248140504,1.951086852,1.120915327,5.969305288,17.91984529,283.0916685,1.181818182,1.96969697,2.5,-2.16,261.076,3.266728351,11.5263265,-0.784421296,8,22.6932044,5.969305288,0.0,18.19910121,23.52059013,11.87648502,12.52478801,23.51010466,65.33333333,1,1,0,1,1,0,0,0
65,349.6779893,9.952397498,5.976884306,5.976884306,3.128350683,4.27637497,2.167854508,0.503410847,83.90806413,0.0,285.1364935,0.964285714,1.476190476,1.857142857,-0.64,266.191,5.363379356,10.09087065,-4.742887023,13,0.0,73.86041629,0.0,0.0,0.0,7.822697123,42.72776471,23.68431477,69.73589582,0,0,0,1,1,0,0,0
66,584.1983388,12.20190726,7.066209549,8.065214964,5.988750352,6.465608489,4.823871429,2.47804266,52.95816849,0.0,389.0736491,1.333333333,2.0,2.666666667,0.03,373.133,3.646722911,10.49082606,-5.099222608,15,0.0,151.6189068,0.0,0.0,0.0,15.64539425,24.53980033,22.97212808,47.4024844,0,0,0,1,1,0,0,0
67,531.7686034,8.517455851,5.985558532,5.985558532,3.494195557,3.494195557,2.270069222,1.120915327,12.01114612,6.420821623,226.047738,1.388888889,2.0,2.666666667,-1.29,212.116,2.911616598,10.40788265,-1.002013889,4,6.041840829,5.969305288,12.13273414,17.69618563,6.420821623,16.87223022,12.84164325,11.21535881,46.83333333,1,1,0,1,1,0,0,0
68,298.0546159,5.574586063,3.431698411,3.431698411,2.586853968,2.586853968,1.720116264,0.985126752,24.14654335,12.84164325,176.0684735,1.166666667,1.75,2.083333333,-1.59,164.072,3.519819885,10.59031557,-1.628518519,5,6.041840829,11.93861058,0.0,19.38639965,6.420821623,11.93861058,25.5524916,9.589074368,39.5,2,2,1,0,0,1,0,1
69,528.665639,7.236382105,4.005599155,4.005599155,3.236924294,3.236924294,2.124597531,1.081733811,5.969305288,11.31296333,174.0684735,1.555555556,2.0,3.333333333,-1.14,160.088,1.471784033,10.00277778,-0.955138889,2,5.749511833,5.969305288,45.37441479,11.98427311,0.0,11.96924436,0.0,0.0,33.66666667,1,1,0,1,1,0,0,0
70,146.2188491,5.698377303,3.713128989,3.713128989,2.816708822,2.816708822,1.910460047,0.824717296,24.60192589,6.606881965,180.0633881,1.357142857,1.928571429,2.285714286,-0.2,168.06,1.636117029,8.87662037,-1.413194444,6,12.20793278,0.0,0.0,0.0,0.0,0.0,24.60192589,4.736862954,34.41666667,0,0,0,1,0,0,1,0
71,205.1594481,5.91279002,3.473677693,3.473677693,2.83450637,2.83450637,1.891660014,0.829304309,0.0,17.2485355,206.0375673,1.333333333,1.833333333,2.666666667,-1.91,196.07,1.520844812,10.50269747,-1.052991168,6,6.103966388,0.0,0.0,30.6862899,0.0,11.56648989,6.103966388,4.736862954,33.58333333,0,0,1,1,0,0,0,0
72,494.2936204,7.236382105,4.441466753,4.441466753,3.692812441,3.692812441,2.926205155,1.439670231,17.72185552,35.95454174,194.0426527,0.916666667,1.555555556,2.0,-2.25,184.059,1.747612859,11.83760654,-1.109953704,7,36.62379833,0.0,24.30408043,12.13273414,11.83581209,0.0,12.20793278,11.83581209,53.66666667,0,0,1,1,0,0,0,0
73,26.26466251,2.64273441,1.689532624,1.689532624,1.643724546,1.643724546,0.0,0.0,12.51406169,0.0,90.03169405,1.8,2.0,2.4,-0.04,84.03,3.43,9.636574074,-1.833333333,3,0.0,5.969305288,0.0,0.0,0.0,5.969305288,6.9237372,4.794537184,21.66666667,1,1,0,0,1,0,0,1
74,1122.912455,16.59866187,10.97454541,13.96543564,8.416621895,11.54040663,8.36459048,3.607504151,91.16185391,0.0,589.071005,1.181818182,1.690909091,2.345454546,-1.87,542.11,7.658655558,12.64225043,-5.444269153,21,36.56167277,21.33513764,0.0,13.8474744,18.18111669,15.64539425,69.41002225,36.75648535,84.5,0,0,0,1,1,0,0,0
75,489.2936204,8.092224153,5.143525339,5.143525339,3.70285439,3.70285439,2.934607334,1.642461515,6.041840829,6.420821623,227.0793725,1.714285714,2.0,2.428571429,-1.67,214.112,1.520844812,10.22997307,-0.854852109,6,12.20793278,0.0,0.0,29.82891977,6.420821623,15.9299439,12.46266245,11.21535881,39.0,0,0,1,1,0,0,0,0
